timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-26 13:55:00,5.21,5.25,5.24,5.21,233.0,0.03,0.58,5.24,5.254,5.228,1145.0,1109.3,875.25,0.01
2020-02-26 14:00:00,5.24,5.24,5.23,5.23,152.0,-0.01,-0.19,5.238,5.252,5.2305,840.6,1077.9,856.3,0.0
2020-02-26 14:05:00,5.23,5.24,5.24,5.23,762.0,0.01,0.19,5.236,5.25,5.234,776.6,1057.1,872.05,0.02
2020-02-26 14:10:00,5.24,5.25,5.24,5.24,390.0,0.0,0.0,5.232,5.247,5.237,750.8,924.4,859.85,0.01
2020-02-26 14:15:00,5.24,5.25,5.24,5.23,91.0,0.0,0.0,5.238,5.243,5.2395,325.6,762.7,831.9,0.0
2020-02-26 14:20:00,5.24,5.24,5.22,5.22,774.0,-0.02,-0.38,5.234,5.237,5.241,433.8,789.4,862.45,0.02
2020-02-26 14:25:00,5.22,5.23,5.23,5.22,619.0,0.01,0.19,5.234,5.236,5.242,527.2,683.9,856.2,0.02
2020-02-26 14:30:00,5.23,5.23,5.22,5.21,666.0,-0.01,-0.19,5.23,5.233,5.242,508.0,642.3,850.6,0.02
2020-02-26 14:35:00,5.22,5.22,5.21,5.21,604.0,-0.01,-0.19,5.224,5.228,5.2415,550.8,650.8,856.7,0.02
2020-02-26 14:40:00,5.21,5.21,5.19,5.19,935.0,-0.02,-0.38,5.214,5.226,5.24,719.6,522.6,886.9,0.03
2020-02-26 14:45:00,5.19,5.2,5.18,5.18,1634.0,-0.01,-0.19,5.206,5.22,5.237,891.6,662.7,886.0,0.05
2020-02-26 14:50:00,5.18,5.19,5.18,5.17,2529.01,0.0,0.0,5.196,5.215,5.2335,1273.6,900.4,989.15,0.07
2020-02-26 14:55:00,5.18,5.2,5.2,5.18,1750.0,0.02,0.39,5.192,5.211,5.2305,1490.4,999.2,1028.15,0.05
2020-02-26 15:00:00,5.2,5.2,5.18,5.18,556.0,-0.02,-0.38,5.186,5.205,5.226,1480.8,1015.8,970.1,0.02
2020-02-27 09:35:00,5.19,5.26,5.23,5.19,1785.0,0.04,0.77,5.194,5.204,5.2235,1650.8,1185.2,973.95,0.05
2020-02-27 09:40:00,5.23,5.23,5.23,5.21,1527.0,0.0,0.0,5.204,5.205,5.221,1629.4,1260.5,1024.95,0.04
2020-02-27 09:45:00,5.22,5.24,5.23,5.22,2292.0,0.01,0.19,5.214,5.205,5.2205,1582.0,1427.8,1055.85,0.06
2020-02-27 09:50:00,5.24,5.24,5.24,5.22,1173.0,0.0,0.0,5.222,5.207,5.22,1466.6,1478.5,1060.4,0.03
2020-02-27 09:55:00,5.25,5.28,5.25,5.24,3503.0,0.0,0.0,5.236,5.211,5.2195,2056.0,1768.4,1209.6,0.1
2020-02-27 10:00:00,5.26,5.27,5.25,5.24,1527.0,-0.01,-0.19,5.24,5.217,5.2215,2004.4,1827.6,1175.1,0.04
2020-02-27 10:05:00,5.25,5.25,5.22,5.22,1080.0,-0.03,-0.57,5.238,5.221,5.2205,1915.0,1772.2,1217.45,0.03
2020-02-27 10:10:00,5.22,5.23,5.23,5.2,1795.0,0.01,0.19,5.238,5.226,5.2205,1815.6,1698.8,1299.6,0.05
2020-02-27 10:15:00,5.23,5.25,5.25,5.21,1326.0,0.02,0.38,5.24,5.231,5.221,1846.2,1656.4,1327.8,0.04
2020-02-27 10:20:00,5.24,5.3,5.3,5.24,4354.23,0.06,1.15,5.25,5.243,5.224,2016.45,2036.22,1526.01,0.12
2020-02-27 10:25:00,5.3,5.31,5.31,5.28,3479.0,0.01,0.19,5.262,5.251,5.2275,2406.85,2205.62,1695.41,0.1
2020-02-27 10:30:00,5.31,5.31,5.3,5.3,2143.0,-0.01,-0.19,5.278,5.258,5.2315,2619.45,2267.22,1763.86,0.06
2020-02-27 10:35:00,5.29,5.3,5.29,5.29,1187.0,0.0,0.0,5.29,5.264,5.2345,2497.85,2156.72,1792.26,0.03
2020-02-27 10:40:00,5.3,5.31,5.3,5.29,1392.0,0.0,0.0,5.3,5.27,5.2385,2511.05,2178.62,1828.56,0.04
2020-02-27 10:45:00,5.3,5.31,5.3,5.29,993.0,0.0,0.0,5.3,5.275,5.243,1838.8,1927.62,1848.01,0.03
2020-02-27 10:50:00,5.3,5.31,5.31,5.3,1047.0,0.01,0.19,5.3,5.281,5.249,1352.4,1879.62,1853.61,0.03
2020-02-27 10:55:00,5.31,5.31,5.3,5.29,256.01,-0.01,-0.19,5.3,5.289,5.255,975.0,1797.22,1784.71,0.01
2020-02-27 11:00:00,5.3,5.3,5.3,5.29,401.0,0.0,0.0,5.302,5.296,5.261,817.8,1657.82,1678.31,0.01
2020-02-27 11:05:00,5.3,5.3,5.28,5.28,1045.99,-0.02,-0.38,5.298,5.299,5.265,748.6,1629.82,1643.11,0.03
2020-02-27 11:10:00,5.28,5.29,5.29,5.28,408.0,0.01,0.19,5.296,5.298,5.2705,631.6,1235.2,1635.71,0.01
2020-02-27 11:15:00,5.29,5.29,5.25,5.25,2115.0,-0.04,-0.76,5.284,5.292,5.2715,845.2,1098.8,1652.21,0.06
2020-02-27 11:20:00,5.26,5.31,5.31,5.26,1120.0,0.05,0.95,5.286,5.293,5.2755,1018.0,996.5,1631.86,0.03
2020-02-27 11:25:00,5.31,5.31,5.29,5.29,416.0,-0.02,-0.38,5.284,5.293,5.2785,1021.0,919.4,1538.06,0.01
2020-02-27 11:30:00,5.3,5.3,5.3,5.28,541.0,0.0,0.0,5.288,5.293,5.2815,920.0,834.3,1506.46,0.02
2020-02-27 13:05:00,5.3,5.31,5.3,5.29,918.0,0.0,0.0,5.29,5.293,5.284,1022.0,826.8,1377.21,0.03
2020-02-27 13:10:00,5.3,5.3,5.3,5.28,453.0,0.0,0.0,5.3,5.292,5.2865,689.6,767.4,1323.51,0.01
2020-02-27 13:15:00,5.3,5.3,5.29,5.28,454.0,-0.01,-0.19,5.296,5.291,5.29,556.4,787.2,1292.21,0.01
2020-02-27 13:20:00,5.28,5.29,5.28,5.27,1287.0,0.0,0.0,5.294,5.289,5.2925,730.6,875.8,1266.81,0.04
2020-02-27 13:25:00,5.28,5.28,5.27,5.27,376.02,-0.01,-0.19,5.288,5.288,5.2935,697.6,808.8,1219.31,0.01
2020-02-27 13:30:00,5.27,5.28,5.27,5.27,271.0,0.0,0.0,5.282,5.286,5.292,568.2,795.1,1015.15,0.01
2020-02-27 13:35:00,5.27,5.28,5.28,5.27,182.0,0.01,0.19,5.278,5.289,5.2905,514.0,601.8,850.3,0.01
2020-02-27 13:40:00,5.28,5.29,5.28,5.27,809.0,0.0,0.0,5.276,5.286,5.2895,585.0,570.7,783.6,0.02
2020-02-27 13:45:00,5.29,5.3,5.29,5.27,1489.0,0.0,0.0,5.278,5.286,5.2895,625.4,678.0,798.7,0.04
2020-02-27 13:50:00,5.29,5.3,5.29,5.28,519.0,0.0,0.0,5.282,5.285,5.289,654.0,675.8,755.05,0.01
2020-02-27 13:55:00,5.29,5.29,5.28,5.27,367.0,-0.01,-0.19,5.284,5.283,5.288,673.2,620.7,723.75,0.01
2020-02-27 14:00:00,5.28,5.29,5.28,5.28,177.0,0.0,0.0,5.284,5.281,5.2865,672.2,593.1,680.25,0.0
2020-02-27 14:05:00,5.28,5.29,5.27,5.27,594.0,-0.01,-0.19,5.282,5.279,5.285,629.2,607.1,697.15,0.02
2020-02-27 14:10:00,5.27,5.28,5.26,5.26,859.98,-0.01,-0.19,5.276,5.277,5.283,503.4,564.4,720.1,0.02
2020-02-27 14:15:00,5.26,5.27,5.27,5.25,801.0,0.01,0.19,5.272,5.277,5.2825,559.8,606.9,707.85,0.02
2020-02-27 14:20:00,5.27,5.27,5.27,5.26,247.0,0.0,0.0,5.27,5.277,5.2815,535.8,604.5,699.8,0.01
2020-02-27 14:25:00,5.28,5.29,5.28,5.27,497.0,0.0,0.0,5.27,5.277,5.283,599.8,636.0,618.9,0.01
2020-02-27 14:30:00,5.28,5.29,5.27,5.27,151.0,-0.01,-0.19,5.27,5.276,5.281,511.2,570.2,570.45,0.0
2020-02-27 14:35:00,5.27,5.28,5.27,5.27,646.0,0.0,0.0,5.272,5.274,5.28,468.4,485.9,581.95,0.02
2020-02-27 14:40:00,5.27,5.29,5.27,5.27,674.53,0.0,0.0,5.272,5.272,5.2785,443.11,501.45,588.63,0.02
2020-02-27 14:45:00,5.28,5.28,5.28,5.27,521.0,0.0,0.0,5.274,5.272,5.2775,497.91,516.85,568.78,0.01
2020-02-27 14:50:00,5.28,5.29,5.29,5.28,656.0,0.01,0.19,5.276,5.273,5.277,529.71,564.75,578.93,0.02
2020-02-27 14:55:00,5.29,5.29,5.28,5.28,1003.0,-0.01,-0.19,5.278,5.274,5.2765,700.11,605.65,606.38,0.03
2020-02-27 15:00:00,5.28,5.3,5.29,5.28,879.0,0.01,0.19,5.282,5.277,5.277,746.71,607.55,585.98,0.02
2020-02-28 09:35:00,5.27,5.27,5.26,5.19,7745.0,-0.01,-0.19,5.28,5.276,5.2765,2160.8,1301.95,954.43,0.22
2020-02-28 09:40:00,5.25,5.25,5.25,5.24,991.0,0.0,0.0,5.274,5.274,5.2755,2254.8,1376.35,990.43,0.03
2020-02-28 09:45:00,5.25,5.28,5.27,5.24,2005.24,0.02,0.38,5.27,5.273,5.275,2524.65,1527.18,1081.59,0.06
2020-02-28 09:50:00,5.27,5.27,5.25,5.25,1101.76,-0.02,-0.38,5.264,5.271,5.2735,2544.4,1622.25,1096.23,0.03
2020-02-28 09:55:00,5.25,5.25,5.22,5.22,1699.0,-0.03,-0.57,5.25,5.266,5.27,2708.4,1727.55,1106.73,0.05
2020-02-28 10:00:00,5.22,5.22,5.21,5.17,4462.0,-0.01,-0.19,5.24,5.26,5.266,2051.8,2106.3,1303.88,0.12
2020-02-28 10:05:00,5.21,5.22,5.21,5.2,764.0,0.0,0.0,5.232,5.253,5.2625,2006.4,2130.6,1323.73,0.02
2020-02-28 10:10:00,5.21,5.23,5.2,5.2,1480.0,-0.01,-0.19,5.218,5.244,5.2585,1901.35,2213.0,1388.88,0.04
2020-02-28 10:15:00,5.2,5.21,5.19,5.18,2486.01,-0.01,-0.19,5.206,5.235,5.2545,2178.2,2361.3,1483.48,0.07
2020-02-28 10:20:00,5.19,5.19,5.17,5.17,1751.99,-0.02,-0.39,5.196,5.223,5.25,2188.8,2448.6,1528.08,0.05
2020-02-28 10:25:00,5.16,5.17,5.16,5.13,1743.0,0.0,0.0,5.186,5.213,5.2445,1645.0,1848.4,1575.18,0.05
2020-02-28 10:30:00,5.16,5.16,5.16,5.15,845.0,0.0,0.0,5.176,5.204,5.239,1661.2,1833.8,1605.08,0.02
2020-02-28 10:35:00,5.16,5.16,5.16,5.13,1588.0,0.0,0.0,5.168,5.193,5.233,1682.8,1792.08,1659.63,0.04
2020-02-28 10:40:00,5.16,5.16,5.13,5.13,1278.0,-0.03,-0.58,5.156,5.181,5.226,1441.2,1809.7,1715.98,0.04
2020-02-28 10:45:00,5.14,5.16,5.16,5.14,405.0,0.02,0.39,5.154,5.175,5.2205,1171.8,1680.3,1703.93,0.01
2020-02-28 10:50:00,5.16,5.16,5.12,5.12,1057.0,-0.04,-0.78,5.146,5.166,5.213,1034.6,1339.8,1723.05,0.03
2020-02-28 10:55:00,5.12,5.15,5.15,5.12,472.0,0.03,0.59,5.144,5.16,5.2065,960.0,1310.6,1720.6,0.01
2020-02-28 11:00:00,5.15,5.18,5.16,5.15,466.0,0.01,0.19,5.144,5.156,5.2,735.6,1209.2,1711.1,0.01
2020-02-28 11:05:00,5.16,5.16,5.16,5.15,230.0,0.0,0.0,5.15,5.153,5.194,526.0,983.6,1672.45,0.01
2020-02-28 11:10:00,5.16,5.16,5.16,5.15,26.0,0.0,0.0,5.15,5.152,5.1875,450.2,811.0,1629.8,0.0
2020-02-28 11:15:00,5.16,5.16,5.14,5.14,1192.0,-0.02,-0.39,5.154,5.15,5.1815,477.2,755.9,1302.15,0.03
2020-02-28 11:20:00,5.14,5.15,5.14,5.14,515.0,0.0,0.0,5.152,5.148,5.176,485.8,722.9,1278.35,0.01
2020-02-28 11:25:00,5.14,5.14,5.13,5.12,530.0,-0.01,-0.19,5.146,5.145,5.169,498.6,617.1,1204.59,0.01
2020-02-28 11:30:00,5.13,5.13,5.13,5.12,88.0,0.0,0.0,5.14,5.145,5.163,470.2,498.1,1153.9,0.0
