timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-26 13:55:00,6.7,6.8,6.72,6.7,7812.0,0.02,0.3,6.692,6.719,6.6855,5745.76,10865.5,11997.8,0.12
2020-02-26 14:00:00,6.7,6.7,6.65,6.61,8588.6,-0.05,-0.75,6.684,6.699,6.684,6036.76,9797.46,11385.0,0.13
2020-02-26 14:05:00,6.65,6.7,6.66,6.65,4347.0,0.01,0.15,6.68,6.685,6.6895,5820.96,8353.3,10835.7,0.06
2020-02-26 14:10:00,6.65,6.66,6.62,6.62,4351.0,-0.03,-0.45,6.668,6.671,6.6905,5698.32,7948.3,10709.0,0.06
2020-02-26 14:15:00,6.62,6.65,6.62,6.6,6625.0,0.0,0.0,6.654,6.667,6.6885,6344.72,6787.34,10366.8,0.1
2020-02-26 14:20:00,6.62,6.63,6.53,6.45,16234.2,-0.09,-1.36,6.616,6.654,6.6825,8029.16,6887.46,10659.9,0.24
2020-02-26 14:25:00,6.53,6.58,6.58,6.5,6073.4,0.05,0.77,6.602,6.643,6.68,7526.12,6781.44,10212.2,0.09
2020-02-26 14:30:00,6.59,6.64,6.57,6.56,4558.0,-0.02,-0.3,6.584,6.632,6.679,7568.32,6694.64,10104.1,0.07
2020-02-26 14:35:00,6.56,6.56,6.48,6.46,10261.0,-0.08,-1.22,6.556,6.612,6.6705,8750.32,7224.32,10435.0,0.15
2020-02-26 14:40:00,6.49,6.52,6.4,6.4,16296.1,-0.09,-1.39,6.512,6.583,6.6565,10684.5,8514.63,10937.5,0.24
2020-02-26 14:45:00,6.41,6.45,6.4,6.4,13147.0,-0.01,-0.16,6.486,6.551,6.635,10067.1,9048.13,9956.8,0.2
2020-02-26 14:50:00,6.39,6.47,6.47,6.36,16132.8,0.08,1.25,6.464,6.533,6.616,12079.0,9802.55,9800.0,0.24
2020-02-26 14:55:00,6.48,6.48,6.38,6.38,16235.0,-0.1,-1.54,6.426,6.505,6.595,14414.4,10991.4,9672.32,0.24
2020-02-26 15:00:00,6.38,6.38,6.36,6.36,12851.8,-0.02,-0.31,6.402,6.479,6.575,14932.5,11841.4,9894.86,0.19
2020-02-27 09:35:00,6.43,6.65,6.48,6.43,58306.0,0.05,0.78,6.418,6.465,6.566,23334.5,17009.5,11898.4,0.87
