timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2020-02-26 13:55:00,7.66,7.67,7.64,7.64,6922.0,-0.02,-0.26,7.67,7.691,7.6925,3152.8,2774.4,2958.57,0.03
2020-02-26 14:00:00,7.64,7.65,7.64,7.62,4536.2,0.0,0.0,7.66,7.682,7.6905,3632.04,2955.42,3006.35,0.02
2020-02-26 14:05:00,7.64,7.64,7.64,7.63,1793.0,0.0,0.0,7.654,7.676,7.6905,3383.84,2776.22,2856.08,0.01
2020-02-26 14:10:00,7.64,7.64,7.62,7.62,4060.8,-0.02,-0.26,7.64,7.667,7.6885,3792.8,3062.6,2904.38,0.02
2020-02-26 14:15:00,7.62,7.63,7.61,7.59,5367.2,-0.01,-0.13,7.63,7.656,7.6835,4535.84,3389.62,3052.79,0.03
2020-02-26 14:20:00,7.61,7.62,7.56,7.56,4330.8,-0.05,-0.66,7.614,7.642,7.6765,4017.6,3585.2,3051.9,0.02
2020-02-26 14:25:00,7.56,7.62,7.62,7.55,6129.92,0.06,0.79,7.61,7.635,7.6715,4336.34,3984.19,3303.15,0.03
2020-02-26 14:30:00,7.61,7.62,7.56,7.56,2359.0,-0.05,-0.66,7.594,7.624,7.665,4449.54,3916.69,3288.6,0.01
2020-02-26 14:35:00,7.56,7.65,7.61,7.56,6706.02,0.05,0.66,7.592,7.616,7.661,4978.59,4385.69,3452.65,0.03
2020-02-26 14:40:00,7.61,7.65,7.63,7.57,6995.98,0.02,0.26,7.596,7.613,7.657,5304.34,4920.09,3742.6,0.03
2020-02-26 14:45:00,7.64,7.67,7.56,7.56,4901.0,-0.08,-1.05,7.596,7.605,7.648,5418.38,4717.99,3746.2,0.02
2020-02-26 14:50:00,7.57,7.6,7.58,7.55,4556.0,0.01,0.13,7.588,7.599,7.6405,5103.6,4719.97,3837.7,0.02
2020-02-26 14:55:00,7.58,7.61,7.58,7.56,6137.0,0.0,0.0,7.592,7.593,7.6345,5859.2,5154.37,3965.3,0.03
2020-02-26 15:00:00,7.57,7.58,7.56,7.55,4444.0,-0.01,-0.13,7.582,7.587,7.627,5406.8,5192.69,4127.65,0.02
2020-02-27 09:35:00,7.55,7.61,7.57,7.55,8683.66,0.02,0.26,7.57,7.583,7.6195,5744.33,5524.34,4456.98,0.04
2020-02-27 09:40:00,7.57,7.58,7.53,7.51,7302.34,-0.04,-0.53,7.564,7.58,7.611,6224.6,5821.49,4703.35,0.03
2020-02-27 09:45:00,7.53,7.54,7.49,7.45,8171.0,-0.04,-0.53,7.546,7.567,7.601,6947.6,6025.6,5004.9,0.04
2020-02-27 09:50:00,7.48,7.48,7.46,7.45,7306.0,-0.02,-0.27,7.522,7.557,7.5905,7181.4,6520.3,5218.5,0.03
2020-02-27 09:55:00,7.47,7.52,7.49,7.47,4045.07,0.02,0.27,7.508,7.545,7.5805,7101.61,6254.2,5319.95,0.02
2020-02-27 10:00:00,7.49,7.5,7.46,7.46,4421.93,-0.03,-0.4,7.486,7.528,7.5705,6249.27,5996.8,5458.45,0.02
2020-02-27 10:05:00,7.46,7.46,7.37,7.35,14364.0,-0.09,-1.21,7.454,7.509,7.557,7661.6,6943.1,5830.55,0.07
2020-02-27 10:10:00,7.38,7.4,7.36,7.33,8379.56,-0.02,-0.27,7.428,7.487,7.543,7703.31,7325.46,6022.71,0.04
2020-02-27 10:15:00,7.35,7.38,7.37,7.33,6481.0,0.02,0.27,7.41,7.466,7.5295,7538.31,7359.86,6257.11,0.03
2020-02-27 10:20:00,7.36,7.39,7.39,7.35,5679.0,0.03,0.41,7.39,7.449,7.518,7865.1,7483.36,6338.02,0.03
2020-02-27 10:25:00,7.38,7.45,7.39,7.38,4592.61,0.01,0.14,7.376,7.431,7.507,7899.23,7074.25,6299.29,0.02
2020-02-27 10:30:00,7.4,7.42,7.39,7.39,2036.03,-0.01,-0.14,7.38,7.417,7.4985,5433.64,6547.62,6184.56,0.01
2020-02-27 10:35:00,7.4,7.42,7.39,7.39,2287.4,-0.01,-0.14,7.386,7.407,7.487,4215.21,5959.26,5992.43,0.01
2020-02-27 10:40:00,7.39,7.42,7.42,7.39,1128.0,0.03,0.41,7.396,7.403,7.48,3144.61,5341.46,5930.88,0.01
2020-02-27 10:45:00,7.42,7.44,7.42,7.42,1170.0,0.0,0.0,7.402,7.396,7.4705,2242.81,5053.95,5654.08,0.01
2020-02-27 10:50:00,7.43,7.43,7.4,7.33,4042.0,-0.03,-0.4,7.404,7.39,7.459,2132.69,5015.96,5506.38,0.02
