date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,46.95,48.0,47.84,46.01,215332.95,0.96,2.05,47.888,47.958,45.792,248574.54,221351.68,203990.79
2017-10-30,48.8,48.87,46.88,46.5,247191.12,-1.21,-2.52,48.164,47.702,45.467,242572.79,218741.33,198169.83
2017-10-27,47.12,48.12,48.09,47.08,202869.66,0.69,1.46,48.386,47.463,45.176,222522.97,213948.83,193820.16
2017-10-26,48.5,48.5,47.4,47.0,400499.84,-1.83,-3.72,48.288,47.144,44.862,214612.28,211641.87,193059.36
2017-10-25,49.3,49.85,49.23,48.53,176979.12,0.01,0.02,48.308,46.861,44.57,167259.03,191988.53,184565.34
2017-10-24,47.7,49.3,49.22,47.47,185324.23,1.23,2.56,48.028,46.22,44.129,194128.83,191093.06,183022.98
2017-10-23,47.8,48.7,47.99,47.5,146941.98,0.39,0.82,47.24,45.58,43.66,194909.87,197333.01,181244.28
2017-10-20,47.02,47.99,47.6,46.56,163316.22,0.1,0.21,46.54,45.161,43.306,205374.68,198428.09,184717.4
2017-10-19,47.83,47.83,47.5,46.68,163733.59,-0.33,-0.69,46.0,44.761,42.891,208671.46,198844.11,182412.77
2017-10-18,45.4,48.28,47.83,45.3,311328.12,2.55,5.63,45.414,44.254,42.47,216718.03,198663.53,181311.91
2017-10-17,44.44,45.8,45.28,44.37,189229.44,0.79,1.78,44.412,43.625,42.034,188057.29,186629.9,175595.66
2017-10-16,44.9,46.15,44.49,44.13,199266.05,-0.41,-0.91,43.92,43.232,41.746,199756.16,177598.32,175030.0
2017-10-13,44.52,45.94,44.9,44.33,179800.08,0.33,0.74,43.782,42.888,41.515,191481.5,173691.5,180060.46
2017-10-12,42.69,44.57,44.57,42.66,203966.48,1.75,4.09,43.522,42.58,41.337,189016.76,174476.84,180074.16
2017-10-11,42.51,43.26,42.82,42.06,168024.41,0.0,0.0,43.094,42.278,41.157,180609.02,177142.15,178746.81
2017-10-10,43.93,43.94,42.82,41.6,247723.77,-0.98,-2.24,42.838,42.038,41.059,185202.5,174952.9,179377.54
2017-10-09,44.37,44.77,43.8,43.22,157892.78,0.2,0.46,42.544,41.739,40.949,155440.49,165155.55,175105.9
2017-09-29,42.35,43.86,43.6,42.0,167476.34,1.17,2.76,41.994,41.45,40.759,155901.49,171006.7,176253.44
2017-09-28,41.55,42.56,42.43,41.35,161927.8,0.89,2.14,41.638,41.021,40.556,159936.93,165981.44,176880.38
2017-09-27,41.89,42.65,41.54,41.41,190991.8,0.19,0.46,41.462,40.686,40.412,173675.28,163960.29,178030.57
2017-09-26,40.84,41.48,41.35,40.59,98913.72,0.3,0.73,41.238,40.442,40.318,164703.3,164561.42,176950.47
2017-09-25,41.41,41.6,41.05,40.33,160197.77,-0.77,-1.84,40.934,40.259,40.225,174870.62,172461.67,184044.72
2017-09-22,41.58,41.88,41.82,40.86,187653.56,0.27,0.65,40.906,40.142,40.142,186111.92,186429.42,186429.42
2017-09-21,40.27,41.98,41.55,39.82,230619.56,1.13,2.8,40.404,39.956,39.956,172025.94,186293.4,186293.4
2017-09-20,39.94,41.35,40.42,39.93,146131.88,0.59,1.48,39.91,39.756,39.756,154245.3,180752.63,180752.63
2017-09-19,40.88,40.9,39.83,39.7,149750.31,-1.08,-2.64,39.646,39.661,39.661,164419.55,185698.45,185698.45
2017-09-18,39.4,41.27,40.91,39.38,216404.28,1.6,4.07,39.584,39.633,39.633,170052.72,191689.81,191689.81
2017-09-15,38.88,39.41,39.31,38.6,117223.67,0.23,0.59,39.378,39.378,39.378,186746.92,186746.92,186746.92
2017-09-14,38.92,39.68,39.08,38.76,141716.36,-0.02,-0.05,39.395,39.395,39.395,204127.73,204127.73,204127.73
2017-09-13,39.62,39.65,39.1,38.28,197003.12,-0.42,-1.06,39.5,39.5,39.5,224931.52,224931.52,224931.52
2017-09-12,40.05,40.24,39.52,39.22,177916.16,-0.36,-0.9,39.7,39.7,39.7,238895.72,238895.72,238895.72
2017-09-11,40.41,41.35,39.88,39.61,299875.28,-0.12,-0.3,39.88,39.88,39.88,299875.28,299875.28,299875.28
