date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,17.83,17.87,17.73,17.63,266644.03,-0.21,-1.17,18.134,18.179,18.561,305255.37,303457.61,298296.0
2017-10-30,18.2,18.24,17.94,17.65,391689.19,-0.21,-1.16,18.244,18.272,18.618,327461.53,308250.03,295159.22
2017-10-27,18.41,18.47,18.15,18.13,240675.95,-0.24,-1.3,18.256,18.373,18.664,298447.44,306598.72,288320.9
2017-10-26,18.4,18.69,18.39,18.28,357284.84,-0.07,-0.38,18.26,18.452,18.708,284373.57,302822.26,292845.48
2017-10-25,18.26,18.49,18.46,18.19,269982.84,0.18,0.98,18.208,18.511,18.742,277483.11,287744.27,297881.67
2017-10-24,17.99,18.36,18.28,17.97,377674.81,0.28,1.56,18.224,18.574,18.77,301659.85,282921.31,297965.94
2017-10-23,18.16,18.17,18.0,17.89,246618.77,-0.17,-0.94,18.3,18.665,18.805,289038.53,283715.17,299034.82
2017-10-20,18.11,18.19,18.17,18.09,170306.59,0.04,0.22,18.49,18.773,18.87,314750.0,313006.04,315863.32
2017-10-19,18.5,18.51,18.13,18.11,322832.53,-0.41,-2.21,18.644,18.854,18.908,321270.95,330856.53,326651.57
2017-10-18,18.68,18.73,18.54,18.33,390866.56,-0.12,-0.64,18.814,18.915,18.946,298005.42,314436.08,338259.3
2017-10-17,18.93,18.98,18.66,18.65,314568.19,-0.29,-1.53,18.924,18.942,18.974,264182.77,293134.38,340641.55
2017-10-16,18.95,19.3,18.95,18.85,375176.12,0.01,0.05,19.03,18.963,19.009,278391.81,282068.41,364489.93
2017-10-13,18.98,19.04,18.94,18.83,202911.36,-0.04,-0.21,19.056,18.954,19.004,311262.09,270043.09,361724.13
2017-10-12,19.14,19.17,18.98,18.93,206504.88,-0.11,-0.58,19.064,18.963,19.007,340442.1,282868.69,370082.69
2017-10-11,19.16,19.24,19.09,19.04,221753.28,-0.1,-0.52,19.016,18.972,19.008,330866.74,308019.07,379170.35
2017-10-10,19.02,19.19,19.19,18.87,385613.41,0.11,0.58,18.96,18.966,19.004,322086.0,313010.56,388430.18
2017-10-09,19.48,19.58,19.08,19.03,539527.5,0.1,0.53,18.896,18.945,18.992,285745.0,314354.47,388606.23
2017-09-29,18.84,19.17,18.98,18.83,348811.44,0.24,1.28,18.852,18.966,18.986,228824.09,318720.6,378544.81
2017-09-28,18.81,18.86,18.74,18.72,158628.08,-0.07,-0.37,18.862,18.961,18.986,225295.28,322446.61,380668.62
2017-09-27,18.83,18.96,18.81,18.78,177849.56,-0.06,-0.32,18.928,18.976,19.005,285171.39,362082.51,397748.66
2017-09-26,18.86,18.92,18.87,18.78,203908.42,0.01,0.05,18.972,19.006,19.022,303935.12,388148.71,416073.59
2017-09-25,18.99,19.02,18.86,18.8,254922.95,-0.17,-0.89,18.994,19.055,19.035,342963.93,446911.45,435361.33
2017-09-22,19.0,19.09,19.03,18.75,331167.41,-0.04,-0.21,19.08,19.053,19.053,408617.11,453405.17,453405.17
2017-09-21,19.06,19.37,19.07,18.99,458008.62,0.04,0.21,19.06,19.056,19.056,419597.94,466987.14,466987.14
2017-09-20,18.94,19.08,19.03,18.87,271668.22,0.05,0.26,19.024,19.054,19.054,438993.62,468109.46,468109.46
2017-09-19,19.34,19.36,18.98,18.83,399052.47,-0.31,-1.61,19.04,19.057,19.057,472362.29,496172.49,496172.49
2017-09-18,19.08,19.38,19.29,19.0,583188.81,0.36,1.9,19.116,19.07,19.07,550858.96,512359.16,512359.16
2017-09-15,18.88,19.19,18.93,18.71,386071.56,0.04,0.21,19.026,19.026,19.026,498193.23,498193.23,498193.23
2017-09-14,19.13,19.46,18.89,18.87,554987.06,-0.22,-1.15,19.05,19.05,19.05,526223.65,526223.65,526223.65
2017-09-13,19.36,19.53,19.11,18.99,438511.56,-0.25,-1.29,19.103,19.103,19.103,516635.84,516635.84,516635.84
2017-09-12,18.85,19.57,19.36,18.85,791535.81,0.52,2.76,19.1,19.1,19.1,555697.99,555697.99,555697.99
2017-09-11,18.7,18.95,18.84,18.65,319860.16,0.04,0.21,18.84,18.84,18.84,319860.16,319860.16,319860.16
