date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,27.5,27.6,27.1,26.91,624173.31,-0.69,-2.48,27.268,27.044,26.565,784111.81,571132.83,575160.1
2017-10-30,27.85,28.06,27.79,27.51,1039980.75,-0.31,-1.1,27.172,27.037,26.496,733433.01,567009.44,555185.47
2017-10-27,26.68,28.14,28.1,26.68,1228583.0,1.55,5.84,26.914,26.945,26.397,594899.54,533714.52,519189.68
2017-10-26,26.66,27.2,26.55,26.42,688502.31,-0.25,-0.93,26.648,26.755,26.289,405443.47,443590.54,471776.03
2017-10-25,26.57,26.89,26.8,26.4,339319.69,0.18,0.68,26.758,26.737,26.265,349362.23,422582.52,457814.54
2017-10-24,26.52,26.83,26.62,26.41,370779.31,0.12,0.45,26.82,26.661,26.219,358153.85,437050.53,466741.53
2017-10-23,26.77,26.89,26.5,26.47,347313.41,-0.27,-1.01,26.902,26.611,26.197,400585.87,505223.26,471839.62
2017-10-20,26.96,27.07,26.77,26.7,281302.62,-0.33,-1.22,26.976,26.569,26.16,472529.49,570788.46,480027.81
2017-10-19,27.16,27.3,27.1,26.92,408096.12,-0.01,-0.04,26.862,26.447,26.12,481737.62,589822.38,482355.82
2017-10-18,27.06,27.29,27.11,26.91,383277.78,0.08,0.3,26.716,26.257,26.058,495802.81,583735.98,485562.74
2017-10-17,26.7,27.33,27.03,26.68,582939.44,0.16,0.59,26.502,26.086,26.011,515947.21,579187.36,482832.28
2017-10-16,26.29,26.95,26.87,26.2,707031.5,0.67,2.56,26.32,25.954,25.981,609860.64,543361.5,474995.42
2017-10-13,26.37,26.55,26.2,26.16,327343.25,-0.17,-0.65,26.162,25.848,25.947,669047.42,504664.84,463023.48
2017-10-12,26.14,26.55,26.37,26.04,478422.06,0.33,1.27,26.032,25.823,25.933,697907.14,499961.51,470164.55
2017-10-11,26.05,26.25,26.04,25.91,483999.78,-0.08,-0.31,25.798,25.792,25.909,671669.16,493046.56,469705.8
2017-10-10,26.05,26.55,26.12,25.42,1052506.62,0.04,0.15,25.67,25.777,25.901,642427.52,496432.52,468864.98
2017-10-09,26.8,26.99,26.08,25.89,1002965.38,0.53,2.07,25.588,25.782,25.888,476862.35,438455.98,432387.37
2017-09-29,25.2,25.78,25.55,25.13,471641.84,0.35,1.39,25.534,25.75,25.875,340282.27,389267.17,394348.84
2017-09-28,25.48,25.49,25.2,25.12,347232.19,-0.2,-0.79,25.614,25.792,25.898,302015.88,374889.25,388827.91
2017-09-27,25.67,25.75,25.4,25.32,337791.56,-0.31,-1.21,25.786,25.858,25.952,314423.95,387389.49,392027.58
2017-09-26,25.71,25.9,25.71,25.64,224680.77,-0.1,-0.39,25.884,25.935,25.998,350437.53,386477.2,396547.25
2017-09-25,25.86,26.12,25.81,25.7,320064.97,-0.14,-0.54,25.976,26.008,26.024,400049.61,406629.35,412171.48
2017-09-22,25.9,26.28,25.95,25.83,280309.91,-0.11,-0.42,25.966,26.045,26.045,438252.08,421382.13,421382.13
2017-09-21,25.95,26.29,26.06,25.85,409272.53,0.17,0.66,25.97,26.056,26.056,447762.63,437056.82,437056.82
2017-09-20,26.11,26.32,25.89,25.82,517859.47,-0.28,-1.07,25.93,26.055,26.055,460355.03,440529.85,440529.85
2017-09-19,25.79,26.25,26.17,25.69,472741.19,0.41,1.59,25.986,26.079,26.079,422516.86,429482.76,429482.76
2017-09-18,25.97,26.1,25.76,25.69,511077.28,-0.21,-0.81,26.04,26.063,26.063,413209.08,422273.03,422273.03
2017-09-15,25.75,26.08,25.97,25.59,327862.66,0.11,0.42,26.124,26.124,26.124,404512.18,404512.18,404512.18
2017-09-14,26.18,26.25,25.86,25.65,472234.53,-0.31,-1.19,26.163,26.163,26.163,423674.56,423674.56,423674.56
2017-09-13,26.44,26.48,26.17,26.05,328668.66,-0.27,-1.02,26.263,26.263,26.263,407487.9,407487.9,407487.9
2017-09-12,26.28,26.49,26.44,25.96,426202.25,0.26,0.99,26.31,26.31,26.31,446897.52,446897.52,446897.52
2017-09-11,26.6,26.89,26.18,26.12,467592.78,-0.2,-0.76,26.18,26.18,26.18,467592.78,467592.78,467592.78
