date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,8.27,8.3,8.27,8.22,477196.53,-0.03,-0.36,8.2,8.199,8.103,481410.49,506397.19,367934.19
2017-10-30,8.15,8.35,8.3,8.11,1012771.69,0.17,2.09,8.18,8.177,8.094,468465.5,483017.38,363084.2
2017-10-27,8.18,8.19,8.13,8.1,356021.16,-0.04,-0.49,8.15,8.152,8.082,321667.98,425016.41,340887.17
2017-10-26,8.13,8.17,8.17,8.09,292046.12,0.04,0.49,8.154,8.137,8.073,319259.19,404315.6,334478.55
2017-10-25,8.15,8.17,8.13,8.1,269016.97,-0.04,-0.49,8.174,8.117,8.063,383739.06,392139.38,325989.92
2017-10-24,8.13,8.23,8.17,8.12,412471.56,0.02,0.24,8.198,8.104,8.054,531383.89,385011.6,322430.87
2017-10-23,8.15,8.17,8.15,8.09,278784.09,0.0,0.0,8.174,8.087,8.044,497569.26,361148.96,310151.9
2017-10-20,8.21,8.22,8.15,8.13,343977.22,-0.12,-1.45,8.154,8.07,8.036,528364.84,360534.12,306308.21
2017-10-19,8.2,8.28,8.27,8.17,614445.44,0.02,0.24,8.12,8.054,8.028,489372.0,343153.42,299755.12
2017-10-18,8.05,8.28,8.25,8.03,1007241.12,0.2,2.48,8.06,8.027,8.016,400539.71,307706.54,278812.8
2017-10-17,8.05,8.09,8.05,8.02,243398.44,0.0,0.0,8.01,8.007,8.005,238639.31,229471.18,235795.37
2017-10-16,7.98,8.06,8.05,7.97,432761.97,0.07,0.88,8.0,8.011,8.004,224728.66,243151.03,236255.58
2017-10-13,7.97,7.98,7.98,7.95,149013.03,0.01,0.12,7.986,8.012,8.005,192703.39,256757.93,224943.65
2017-10-12,8.0,8.0,7.97,7.95,170283.97,-0.03,-0.38,7.988,8.009,8.006,196934.83,264641.51,228940.0
2017-10-11,8.0,8.01,8.0,7.98,197739.12,0.0,0.0,7.994,8.009,8.008,214873.37,259840.47,232198.67
2017-10-10,7.98,8.0,8.0,7.96,173845.19,0.02,0.25,8.004,8.003,8.009,220303.06,259850.15,234225.7
2017-10-09,8.04,8.04,7.98,7.96,272635.66,-0.01,-0.12,8.022,8.0,8.009,261573.4,259154.84,237999.48
2017-09-29,8.0,8.02,7.99,7.95,170170.22,-0.01,-0.12,8.038,8.002,8.011,320812.46,252082.31,235690.4
2017-09-28,8.04,8.05,8.0,7.95,259976.66,-0.05,-0.62,8.03,8.001,8.013,332348.18,256356.82,240370.41
2017-09-27,8.07,8.1,8.05,8.04,224887.56,-0.04,-0.49,8.024,8.004,8.014,304807.57,249919.05,238862.24
2017-09-26,8.08,8.15,8.09,8.05,380196.88,0.03,0.37,8.002,8.002,8.011,299397.24,242119.56,240026.8
2017-09-25,7.91,8.09,8.06,7.89,568831.0,0.11,1.38,7.978,7.996,8.004,256736.27,229360.12,227284.06
2017-09-22,7.96,7.97,7.95,7.87,227848.8,-0.02,-0.25,7.966,7.998,7.998,183352.16,193129.37,193129.37
2017-09-21,7.94,7.98,7.97,7.94,122273.59,0.03,0.38,7.972,8.003,8.003,180365.46,189271.65,189271.65
2017-09-20,7.97,7.98,7.94,7.93,197835.95,-0.03,-0.38,7.984,8.008,8.008,195030.54,197646.41,197646.41
2017-09-19,7.98,8.01,7.97,7.95,166892.03,-0.03,-0.38,8.002,8.017,8.017,184841.88,197619.33,197619.33
2017-09-18,7.98,8.03,8.0,7.96,201910.44,0.02,0.25,8.014,8.025,8.025,201983.97,202740.55,202740.55
2017-09-15,7.99,8.01,7.98,7.95,212915.31,0.02,0.25,8.03,8.03,8.03,202906.57,202906.57,202906.57
2017-09-14,8.03,8.07,8.03,8.02,195598.98,0.0,0.0,8.043,8.043,8.043,200404.39,200404.39,200404.39
2017-09-13,8.01,8.05,8.03,8.0,146892.66,0.0,0.0,8.047,8.047,8.047,202006.19,202006.19,202006.19
2017-09-12,8.09,8.1,8.03,8.01,252602.48,-0.05,-0.62,8.055,8.055,8.055,229562.96,229562.96,229562.96
2017-09-11,8.06,8.1,8.08,8.05,206523.44,0.0,0.0,8.08,8.08,8.08,206523.44,206523.44,206523.44
