date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,10.79,10.92,10.89,10.67,970244.62,0.12,1.11,10.76,10.597,10.501,1136586.26,903275.13,795027.39
2017-10-30,10.62,10.78,10.77,10.53,1268822.5,0.13,1.22,10.742,10.53,10.489,1197184.71,846316.23,773437.13
2017-10-27,10.7,10.92,10.64,10.51,1294170.25,0.0,0.0,10.686,10.471,10.479,1079016.76,776970.41,789337.6
2017-10-26,10.81,10.95,10.64,10.56,1173307.38,-0.22,-2.03,10.632,10.434,10.512,902838.38,713251.61,757649.4
2017-10-25,10.83,11.15,10.86,10.8,976386.56,0.06,0.56,10.556,10.402,10.547,782766.9,674329.08,744217.95
2017-10-24,10.65,10.89,10.8,10.53,1273236.88,0.31,2.96,10.434,10.36,10.568,669964.0,651393.7,757053.12
2017-10-23,10.37,10.54,10.49,10.31,677982.75,0.12,1.16,10.318,10.326,10.608,495447.74,601999.98,784613.51
2017-10-20,10.27,10.37,10.37,10.22,413278.31,0.11,1.07,10.256,10.331,10.656,474924.05,645200.65,841781.53
2017-10-19,10.26,10.36,10.26,10.2,572950.0,0.01,0.1,10.236,10.334,10.72,523664.84,654030.03,937947.36
2017-10-18,10.22,10.27,10.25,10.18,412372.06,0.03,0.29,10.248,10.352,10.773,565891.27,680275.05,1008844.5
2017-10-17,10.17,10.25,10.22,10.14,400655.59,0.04,0.39,10.286,10.404,10.797,632823.4,686779.65,1022825.12
2017-10-16,10.31,10.34,10.18,10.17,575364.31,-0.09,-0.88,10.334,10.447,10.821,708552.22,700558.03,1042541.99
2017-10-13,10.32,10.38,10.27,10.24,656982.25,-0.05,-0.48,10.406,10.486,10.857,815477.24,801704.79,1065106.62
2017-10-12,10.45,10.45,10.32,10.23,784082.12,-0.12,-1.15,10.432,10.59,10.888,784395.22,802047.19,1086586.85
2017-10-11,10.49,10.59,10.44,10.37,747032.75,-0.02,-0.19,10.456,10.691,10.919,794658.83,814106.82,1103392.67
2017-10-10,10.59,10.63,10.46,10.4,779299.69,-0.08,-0.76,10.522,10.776,10.948,740735.89,862712.53,1124355.02
2017-10-09,10.7,10.82,10.54,10.52,1109989.38,0.14,1.35,10.56,10.889,10.978,692563.84,967227.04,1145920.98
2017-09-29,10.48,10.53,10.4,10.33,501572.16,-0.04,-0.38,10.566,10.98,11.007,787932.34,1038362.41,1148316.42
2017-09-28,10.77,10.79,10.44,10.41,835400.19,-0.33,-3.06,10.748,11.105,11.051,819699.16,1221864.7,1194512.44
2017-09-27,10.71,10.78,10.77,10.58,477418.03,0.12,1.13,10.926,11.193,11.098,833554.81,1337413.95,1222136.46
2017-09-26,10.59,10.79,10.65,10.54,538439.44,0.08,0.76,11.03,11.189,11.125,984689.18,1358870.6,1284196.32
2017-09-25,11.01,11.03,10.57,10.53,1586831.88,-0.74,-6.54,11.218,11.195,11.168,1241890.24,1384525.94,1351992.4
2017-09-22,11.32,11.53,11.31,11.21,660406.25,-0.02,-0.18,11.394,11.228,11.228,1288792.49,1328508.46,1328508.46
2017-09-21,11.33,11.49,11.33,11.25,904678.44,0.04,0.35,11.462,11.219,11.219,1624030.24,1402742.04,1402742.04
2017-09-20,11.58,11.63,11.29,11.26,1233089.88,-0.3,-2.59,11.46,11.205,11.205,1841273.1,1464999.99,1464999.99
2017-09-19,11.51,12.01,11.59,11.46,1824444.75,0.14,1.22,11.348,11.193,11.193,1733052.01,1498130.0,1498130.0
2017-09-18,11.71,12.05,11.45,11.38,1821343.12,-0.2,-1.72,11.172,11.127,11.127,1527161.64,1443744.21,1443744.21
2017-09-15,11.3,12.0,11.65,11.25,2336595.0,0.33,2.92,11.062,11.062,11.062,1368224.43,1368224.43,1368224.43
2017-09-14,10.73,11.33,11.32,10.72,1990892.75,0.59,5.5,10.915,10.915,10.915,1126131.78,1126131.78,1126131.78
2017-09-13,10.71,10.87,10.73,10.67,691984.44,0.02,0.19,10.78,10.78,10.78,837878.13,837878.13,837878.13
2017-09-12,10.88,10.96,10.71,10.63,794992.88,-0.19,-1.74,10.805,10.805,10.805,910824.97,910824.97,910824.97
2017-09-11,11.15,11.23,10.9,10.78,1026657.06,-0.16,-1.45,10.9,10.9,10.9,1026657.06,1026657.06,1026657.06
