date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,6.0,6.01,5.97,5.94,1155054.0,-0.02,-0.33,5.926,5.908,5.882,1188168.66,1118347.91,879554.96
2017-10-30,5.89,6.01,5.99,5.87,2467741.25,0.12,2.04,5.916,5.893,5.882,1216619.86,1058713.03,873961.63
2017-10-27,5.9,5.92,5.87,5.85,695260.0,-0.02,-0.34,5.888,5.875,5.879,821850.59,904961.71,810812.81
2017-10-26,5.9,5.91,5.89,5.85,929194.12,-0.02,-0.34,5.886,5.869,5.879,780844.04,913713.33,826380.8
2017-10-25,5.93,5.94,5.91,5.88,693593.94,-0.01,-0.17,5.892,5.862,5.877,856010.21,901194.32,800260.94
2017-10-24,5.83,5.94,5.92,5.83,1297310.0,0.07,1.2,5.89,5.857,5.873,1048527.15,890381.93,786624.87
2017-10-23,5.86,5.87,5.85,5.82,493894.88,-0.01,-0.17,5.87,5.85,5.874,900806.2,827988.18,747623.06
2017-10-20,5.89,5.9,5.86,5.85,490227.25,-0.06,-1.01,5.862,5.852,5.878,988072.84,851097.64,753991.89
2017-10-19,5.87,5.92,5.92,5.85,1305025.0,0.02,0.34,5.852,5.856,5.881,1046582.62,843612.3,765555.66
2017-10-18,5.81,5.92,5.9,5.81,1656178.62,0.08,1.38,5.832,5.854,5.883,946378.42,764887.12,733116.77
2017-10-17,5.82,5.84,5.82,5.8,558705.25,0.01,0.17,5.824,5.856,5.886,732236.71,640762.02,674926.82
2017-10-16,5.81,5.82,5.81,5.78,930228.06,0.0,0.0,5.83,5.87,5.893,755170.15,689210.24,686487.81
2017-10-13,5.81,5.81,5.81,5.77,782776.19,-0.01,-0.17,5.842,5.882,5.901,714122.44,716663.92,678408.79
2017-10-12,5.86,5.86,5.82,5.8,804004.0,-0.04,-0.68,5.86,5.889,5.906,640641.98,739048.27,672915.77
2017-10-11,5.86,5.87,5.86,5.83,585470.06,0.01,0.17,5.876,5.891,5.911,583395.81,699327.56,665633.09
2017-10-10,5.87,5.88,5.85,5.83,673372.44,-0.02,-0.34,5.888,5.888,5.914,549287.32,682867.81,670348.57
2017-10-09,5.93,5.93,5.87,5.85,724989.5,-0.03,-0.51,5.91,5.898,5.918,623250.32,667257.95,670159.57
2017-09-29,5.9,5.92,5.9,5.87,415373.88,0.0,0.0,5.922,5.904,5.921,719205.4,656886.13,666504.25
2017-09-28,5.92,5.94,5.9,5.87,517773.19,-0.02,-0.34,5.918,5.906,5.922,837454.56,687499.02,684442.13
2017-09-27,5.95,5.96,5.92,5.91,414927.59,-0.04,-0.67,5.906,5.911,5.924,815259.3,701346.43,697262.82
2017-09-26,5.95,6.01,5.96,5.94,1043187.44,0.03,0.51,5.888,5.915,5.924,816448.3,709091.63,720790.75
2017-09-25,5.88,5.94,5.93,5.84,1204764.88,0.05,0.85,5.886,5.915,5.921,711265.58,683765.39,691481.96
2017-09-22,5.83,5.88,5.88,5.78,1006619.69,0.04,0.69,5.886,5.92,5.92,594566.87,640153.67,640153.67
2017-09-21,5.84,5.85,5.84,5.81,406796.91,0.01,0.17,5.894,5.924,5.924,537543.48,599435.22,599435.22
2017-09-20,5.88,5.88,5.83,5.82,420872.56,-0.02,-0.34,5.916,5.935,5.935,587433.55,623515.01,623515.01
2017-09-19,5.94,5.96,5.95,5.92,517273.88,0.02,0.34,5.942,5.95,5.95,601734.97,652463.93,652463.93
2017-09-18,5.92,5.96,5.93,5.92,621271.31,0.01,0.17,5.944,5.95,5.95,656265.19,674995.61,674995.61
2017-09-15,5.95,5.96,5.92,5.91,721502.75,-0.03,-0.5,5.954,5.954,5.954,685740.47,685740.47,685740.47
2017-09-14,5.96,5.98,5.95,5.93,656247.25,-0.01,-0.17,5.963,5.963,5.963,676799.9,676799.9,676799.9
2017-09-13,5.96,5.97,5.96,5.93,492379.66,0.0,0.0,5.967,5.967,5.967,683650.78,683650.78,683650.78
2017-09-12,5.98,5.99,5.96,5.94,789925.0,-0.02,-0.33,5.97,5.97,5.97,779286.35,779286.35,779286.35
2017-09-11,5.94,5.99,5.98,5.93,768647.69,0.02,0.34,5.98,5.98,5.98,768647.69,768647.69,768647.69
