date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,18.71,18.87,18.67,18.52,159266.19,-0.27,-1.43,19.4,19.646,20.169,209694.08,207758.61,231520.33
2017-10-30,19.89,19.89,18.94,18.45,437307.56,-0.97,-4.87,19.612,19.797,20.265,209773.67,208347.63,232176.01
2017-10-27,19.7,19.93,19.91,19.67,145195.33,0.14,0.71,19.712,19.925,20.347,152703.39,185087.85,222766.28
2017-10-26,19.7,19.99,19.77,19.46,210016.02,0.06,0.3,19.682,19.96,20.37,146400.15,195598.7,227065.76
2017-10-25,19.72,19.84,19.71,19.52,96685.3,-0.02,-0.1,19.734,20.037,20.39,175673.39,194086.02,228193.32
2017-10-24,19.44,19.76,19.73,19.4,159664.16,0.29,1.49,19.892,20.137,20.413,205823.14,203423.22,233396.44
2017-10-23,19.78,19.82,19.44,19.35,151956.16,-0.32,-1.62,19.982,20.252,20.434,206921.59,221627.46,236959.7
2017-10-20,19.84,19.99,19.76,19.7,113679.13,-0.27,-1.35,20.138,20.415,20.484,217472.3,250799.38,244482.81
2017-10-19,20.37,20.47,20.03,19.55,356382.22,-0.47,-2.29,20.238,20.578,20.515,244797.24,274770.73,252988.93
2017-10-18,20.23,20.55,20.5,20.18,247434.05,0.32,1.59,20.34,20.649,20.533,212498.64,255049.68,253951.06
2017-10-17,20.2,20.37,20.18,20.1,165156.38,-0.04,-0.2,20.382,20.692,20.529,201023.29,255282.06,259201.91
2017-10-16,20.26,20.42,20.22,20.11,204709.72,-0.04,-0.2,20.522,20.733,20.555,236333.33,256004.38,279730.57
2017-10-13,20.54,20.62,20.26,20.18,250303.81,-0.28,-1.36,20.692,20.768,20.528,284126.46,260444.71,282566.78
2017-10-12,20.77,20.82,20.54,20.35,194889.25,-0.17,-0.82,20.918,20.779,20.542,304744.21,258532.82,284264.83
2017-10-11,20.79,20.96,20.71,20.58,190057.3,-0.17,-0.81,20.958,20.743,20.542,297600.72,262300.62,289230.14
2017-10-10,21.11,21.36,20.88,20.56,341706.59,-0.19,-0.9,21.002,20.688,20.532,309540.82,263369.65,295063.84
2017-10-09,21.81,22.35,21.07,21.05,443675.34,-0.32,-1.5,20.944,20.615,20.511,275675.43,252291.93,292148.66
2017-09-29,20.76,21.68,21.39,20.74,353392.59,0.65,3.13,20.844,20.552,20.473,236762.97,238166.24,282046.88
2017-09-28,20.7,20.94,20.74,20.56,159171.78,-0.19,-0.91,20.64,20.452,20.408,212321.43,231207.14,276950.76
2017-09-27,20.55,21.05,20.93,20.48,249757.81,0.34,1.65,20.528,20.416,20.382,227000.51,252852.43,286010.68
2017-09-26,20.5,20.86,20.59,20.39,172379.64,0.02,0.1,20.374,20.365,20.337,217198.49,263121.77,289031.76
2017-09-25,20.27,20.58,20.57,20.15,249113.03,0.2,0.98,20.286,20.376,20.314,228908.43,303456.76,299636.5
2017-09-22,20.05,20.39,20.37,19.9,231184.88,0.19,0.94,20.26,20.288,20.288,239569.51,304688.84,304688.84
2017-09-21,20.14,20.65,20.18,20.08,232567.19,0.02,0.1,20.264,20.279,20.279,250092.85,312855.95,312855.95
2017-09-20,20.2,20.33,20.16,19.92,200747.69,0.01,0.05,20.304,20.291,20.291,278704.35,322892.04,322892.04
2017-09-19,20.5,20.65,20.15,20.04,230929.38,-0.29,-1.42,20.356,20.31,20.31,309045.05,340341.24,340341.24
2017-09-18,20.39,20.81,20.44,20.3,302418.41,0.05,0.24,20.466,20.337,20.337,378005.09,358576.55,358576.55
2017-09-15,20.22,20.68,20.39,20.0,283801.59,0.01,0.05,20.316,20.316,20.316,369808.17,369808.17,369808.17
2017-09-14,20.32,21.0,20.38,20.22,375624.69,-0.04,-0.2,20.298,20.298,20.298,391309.82,391309.82,391309.82
2017-09-13,20.68,20.68,20.42,20.15,352451.16,-0.28,-1.35,20.27,20.27,20.27,396538.2,396538.2,396538.2
2017-09-12,19.8,21.15,20.7,19.8,575729.62,1.01,5.13,20.195,20.195,20.195,418581.72,418581.72,418581.72
2017-09-11,19.48,20.07,19.69,19.3,261433.81,0.11,0.56,19.69,19.69,19.69,261433.81,261433.81,261433.81
