date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2017-10-31,6.24,6.25,6.1,6.09,2028074.88,-0.15,-2.4,6.15,6.203,6.163,2906375.35,2393823.23,2188974.09
2017-10-30,6.18,6.28,6.25,6.15,2632339.0,0.06,0.97,6.176,6.208,6.161,2813521.63,2336530.11,2152352.56
2017-10-27,6.05,6.26,6.19,6.02,4563964.5,0.14,2.31,6.164,6.204,6.154,2596429.53,2253248.36,2125179.9
2017-10-26,6.14,6.15,6.05,6.04,3648832.0,-0.11,-1.79,6.174,6.199,6.144,1971954.23,1950695.61,1984570.95
2017-10-25,6.21,6.23,6.16,6.13,1658666.38,-0.07,-1.12,6.232,6.215,6.139,1693210.58,1715352.96,1921644.43
2017-10-24,6.19,6.25,6.23,6.18,1563806.25,0.04,0.65,6.256,6.219,6.12,1881271.1,1745613.28,1898726.21
2017-10-23,6.24,6.29,6.19,6.17,1546878.5,-0.05,-0.8,6.24,6.21,6.098,1859538.6,1905312.55,1926876.37
2017-10-20,6.32,6.33,6.24,6.23,1441588.0,-0.1,-1.58,6.244,6.201,6.076,1910067.2,2165023.9,1913376.96
2017-10-19,6.25,6.4,6.34,6.24,2255113.75,0.06,0.95,6.224,6.177,6.053,1929437.0,2158394.69,1942499.33
2017-10-18,6.17,6.29,6.28,6.13,2598969.0,0.13,2.11,6.198,6.148,6.03,1737495.35,2073770.11,1917884.23
2017-10-17,6.19,6.22,6.15,6.14,1455143.75,-0.06,-0.97,6.182,6.122,6.012,1609955.45,1984124.96,1848858.03
2017-10-16,6.12,6.22,6.21,6.1,1799521.5,0.07,1.14,6.18,6.114,6.001,1951086.5,1968175.0,1848416.7
2017-10-13,6.2,6.22,6.14,6.13,1538437.0,-0.07,-1.13,6.158,6.104,5.985,2419980.6,1997111.44,1846262.07
2017-10-12,6.18,6.24,6.21,6.17,1295405.5,0.01,0.16,6.13,6.088,5.977,2387352.38,2018446.29,1862463.39
2017-10-11,6.11,6.24,6.2,6.11,1961269.5,0.06,0.98,6.098,6.062,5.964,2410044.88,2127935.89,1893966.61
2017-10-10,6.09,6.19,6.14,5.99,3160799.0,0.04,0.66,6.062,6.021,5.95,2358294.48,2051839.14,1890007.61
2017-10-09,6.27,6.33,6.1,6.02,4143992.0,0.1,1.67,6.048,5.985,5.938,1985263.5,1948440.19,1810583.15
2017-09-29,6.04,6.06,6.0,5.96,1375295.88,-0.05,-0.83,6.05,5.951,5.927,1574242.28,1661730.03,1655022.56
2017-09-28,6.0,6.06,6.05,5.95,1408868.0,0.03,0.5,6.046,5.928,5.922,1649540.2,1726603.98,1675003.04
2017-09-27,6.05,6.06,6.02,5.98,1702517.5,-0.05,-0.82,6.026,5.911,5.912,1845826.9,1761998.35,1695474.96
2017-09-26,6.09,6.13,6.07,6.07,1295644.12,-0.04,-0.66,5.98,5.902,5.903,1745383.8,1713591.1,1694888.08
2017-09-25,5.95,6.14,6.11,5.95,2088885.88,0.13,2.17,5.922,5.888,5.888,1911616.88,1728658.4,1731182.99
2017-09-22,5.94,6.05,5.98,5.93,1751785.5,0.03,0.5,5.852,5.866,5.866,1749217.78,1695412.7,1695412.7
2017-09-21,5.78,5.96,5.95,5.77,2390301.5,0.16,2.76,5.81,5.853,5.853,1803667.75,1689149.06,1689149.06
2017-09-20,5.75,5.81,5.79,5.72,1200302.0,0.01,0.17,5.796,5.841,5.841,1678169.8,1601505.0,1601505.0
2017-09-19,5.75,5.79,5.78,5.67,2126809.5,0.02,0.35,5.824,5.849,5.849,1681798.4,1658819.72,1658819.72
2017-09-18,5.8,5.81,5.76,5.73,1276890.38,-0.01,-0.17,5.854,5.86,5.86,1545699.93,1580821.42,1580821.42
2017-09-15,5.86,5.86,5.77,5.75,2024035.38,-0.11,-1.87,5.88,5.88,5.88,1641607.63,1641607.63,1641607.63
2017-09-14,5.92,5.97,5.88,5.86,1762811.75,-0.05,-0.84,5.908,5.908,5.908,1546000.69,1546000.69,1546000.69
2017-09-13,5.91,5.96,5.93,5.9,1218445.0,0.0,0.0,5.917,5.917,5.917,1473730.33,1473730.33,1473730.33
2017-09-12,5.88,5.94,5.93,5.83,1446317.12,0.04,0.68,5.91,5.91,5.91,1601373.0,1601373.0,1601373.0
2017-09-11,5.92,5.98,5.89,5.88,1756428.88,-0.01,-0.17,5.89,5.89,5.89,1756428.88,1756428.88,1756428.88
