Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-06-24,231.7374,231.7374,231.7374,231.7374,0,0.0,0.0
2014-06-25,231.7374,231.7374,231.7374,231.7374,0,0.0,0.0
2014-06-26,227.7419,227.7419,227.7419,227.7419,100,0.0,0.0
2014-06-27,211.76,227.7419,211.76,223.7464,100,0.0,0.0
2014-06-30,227.7419,227.7419,219.7509,219.7509,100,0.0,0.0
2014-07-01,219.7509,219.7509,219.7509,219.7509,0,0.0,0.0
2014-07-02,230.9383,230.9383,205.3673,219.3514,0,0.0,0.0
2014-07-03,218.5523,218.5523,213.3582,213.3582,0,0.0,0.0
2014-07-07,231.7374,231.7374,216.9541,219.7509,100,0.0,0.0
2014-07-08,222.7076,222.7076,221.7487,221.7487,0,0.0,0.0
2014-07-09,221.7487,221.7487,214.9564,214.9564,100,0.0,0.0
2014-07-10,217.1938,219.7509,216.9541,219.7509,100,0.0,0.0
2014-07-11,219.7509,219.7509,219.7509,219.7509,0,0.0,0.0
2014-07-14,202.97,202.97,202.97,202.97,0,0.0,0.0
2014-07-15,208.9632,208.9632,200.1731,200.1731,100,0.0,0.0
2014-07-16,199.7736,201.7713,197.7759,198.575,400,0.0,0.0
2014-07-17,198.5749,203.7691,197.7758,197.7758,100,0.0,0.0
2014-07-18,201.7713,209.7623,201.7713,203.7691,0,0.0,0.0
2014-07-21,211.76,211.76,211.76,211.76,100,0.0,0.0
2014-07-22,219.7509,219.7509,212.1595,212.1595,100,0.0,0.0
2014-07-23,215.7555,216.5546,213.7577,213.7577,100,0.0,0.0
2014-07-24,213.7577,213.7577,213.7577,213.7577,0,0.0,0.0
2014-07-25,211.76,213.7577,211.76,211.76,200,0.0,0.0
2014-07-28,201.7713,207.7645,197.5361,197.5361,200,0.0,0.0
2014-07-29,195.7781,199.7736,195.7781,197.7758,0,0.0,0.0
2014-07-30,189.7849,189.7849,189.7849,189.7849,0,0.0,0.0
2014-07-31,191.7826,191.7826,189.7849,189.7849,0,0.0,0.0
2014-08-01,189.3854,189.3854,183.7917,184.1912,0,0.0,0.0
2014-08-04,187.7872,189.3854,187.7872,189.3854,0,0.0,0.0
2014-08-05,179.7962,179.7962,175.0017,175.0017,100,0.0,0.0
2014-08-06,170.2071,170.2071,170.2071,170.2071,0,0.0,0.0
2014-08-07,170.2071,170.2071,159.8189,168.6089,200,0.0,0.0
2014-08-11,176.9994,176.9994,176.9994,176.9994,0,0.0,0.0
2014-08-12,176.9994,176.9994,176.9994,176.9994,0,0.0,0.0
2014-08-13,176.9994,176.9994,176.9994,176.9994,0,0.0,0.0
2014-08-14,174.2026,175.0017,169.8075,169.8075,0,0.0,0.0
2014-08-15,174.2026,183.7917,174.2026,183.7917,500,0.0,0.0
2014-08-18,225.7442,227.7419,225.7442,226.9428,100,0.0,0.0
2014-08-19,218.5523,218.5523,209.7623,211.76,100,0.0,0.0
2014-08-20,211.76,211.76,211.76,211.76,0,0.0,0.0
2014-08-21,214.437,214.437,214.437,214.437,0,0.0,0.0
2014-08-22,205.3672,205.3672,205.3672,205.3672,0,0.0,0.0
2014-08-25,213.3582,213.3582,213.3582,213.3582,100,0.0,0.0
2014-08-26,205.4871,208.4837,205.4871,208.4837,0,0.0,0.0
2014-08-27,204.9677,208.1641,203.3695,205.7668,200,0.0,0.0
2014-08-28,198.5749,198.5749,193.3808,197.7758,100,0.0,0.0
2014-08-29,181.794,183.7917,179.7962,180.5953,400,0.0,0.0
2014-09-02,210.9609,211.76,208.1641,208.1641,700,0.0,0.0
2014-09-03,206.5659,206.5659,202.1709,203.7691,200,0.0,0.0
2014-09-04,203.7691,203.7691,203.7691,203.7691,0,0.0,0.0
2014-09-05,199.374,199.374,190.1844,195.3786,100,0.0,0.0
2014-09-08,188.9858,190.9836,188.9858,190.9836,100,0.0,0.0
2014-09-09,187.3876,187.3876,187.3876,187.3876,100,0.0,0.0
2014-09-10,187.3876,187.3876,187.3876,187.3876,0,0.0,0.0
2014-09-11,193.7804,193.7804,187.7872,187.7872,100,0.0,0.0
2014-09-12,189.3055,189.3055,189.3055,189.3055,0,0.0,0.0
2014-09-15,191.3831,191.3831,187.7872,187.7872,100,0.0,0.0
2014-09-16,186.189,186.189,186.189,186.189,0,0.0,0.0
2014-09-17,187.7872,192.5817,187.7872,192.1822,200,0.0,0.0
2014-09-18,181.794,184.7107,181.794,184.7107,0,0.0,0.0
2014-09-19,179.7962,179.7962,179.7962,179.7962,0,0.0,0.0
2014-09-22,179.7962,179.7962,171.0062,172.924,200,0.0,0.0
2014-09-23,172.924,172.924,172.924,172.924,0,0.0,0.0
2014-09-24,171.0062,171.8053,171.0062,171.0062,100,0.0,0.0
2014-09-25,171.1261,171.1261,171.0062,171.0062,0,0.0,0.0
2014-09-26,173.803,177.7985,173.7231,177.7985,200,0.0,0.0
2014-09-29,177.7985,177.7985,169.8075,169.8075,0,0.0,0.0
2014-09-30,169.8075,171.4057,169.8075,170.6066,0,0.0,0.0
2014-10-01,169.8076,171.1261,167.0107,167.4103,100,0.0,0.0
2014-10-02,167.8098,169.8075,167.8098,169.8075,100,0.0,0.0
2014-10-03,170.327,170.327,169.0085,169.0085,100,0.0,0.0
2014-10-06,167.0107,168.2094,167.0107,168.2094,500,0.0,0.0
2014-10-07,161.0175,161.0175,154.6248,155.8234,500,0.0,0.0
2014-10-08,151.8279,151.8279,147.4329,147.8325,300,0.0,0.0
2014-10-09,146.6338,147.6726,144.6361,147.0334,100,0.0,0.0
2014-10-10,131.6907,136.3255,130.6519,131.8506,300,0.0,0.0
2014-10-13,115.8687,117.8664,109.8755,109.8755,700,0.0,0.0
2014-10-14,110.275,111.0741,110.275,111.0741,200,0.0,0.0
2014-10-15,114.8698,115.8687,111.0741,111.0741,100,0.0,0.0
2014-10-16,111.0741,115.8687,111.0741,114.5502,200,0.0,0.0
2014-10-17,112.9919,115.2694,112.9919,114.67,100,0.0,0.0
2014-10-20,113.8709,114.67,113.4714,114.67,100,0.0,0.0
